Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
114;Mamadi Diakite;PF;27;SAS;3;0;5.3;1.3;1.7;0.8;0;0;0;1.3;1.7;0.8;0.8;1.3;2;0.667;0.3;0.7;1;0.7;0;0.3;0;0.3;4
115;Hamidou Diallo;SG;25;WAS;2;0;2.5;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;0;0;1;0;1;0.5;1;0;0.5;0.5;1
116;Gradey Dick;SG;20;TOR;27;1;14;1.3;4;0.321;0.7;2.5;0.279;0.6;1.5;0.39;0.408;0.7;0.7;0.9;0.5;1.3;1.7;1.1;0.6;0;0.7;1.4;4
117;Ousmane Dieng;PF;20;OKC;24;0;11.6;1.5;3.5;0.446;0.7;2.2;0.321;0.8;1.3;0.667;0.548;0.5;0.6;0.857;0.4;1.4;1.8;1;0.1;0;0.5;0.8;4.3
118;Spencer Dinwiddie;PG;30;BRK;46;46;30.4;4.1;10.4;0.392;1.9;5.8;0.325;2.2;4.6;0.479;0.483;2.7;3.4;0.783;0.6;2.8;3.3;6;0.8;0.2;1.3;1.8;12.7
119;Donte DiVincenzo;SG;27;NYK;50;32;23.7;4.4;9.8;0.451;2.9;7;0.416;1.5;2.8;0.54;0.6;0.9;1.2;0.733;0.8;2.5;3.2;2.3;1.1;0.3;1.1;2;12.6
120;Luka Don?i?;PG;24;DAL;41;41;37.6;11.8;24;0.489;3.9;10.4;0.374;7.9;13.7;0.576;0.569;7.4;9.5;0.784;0.8;7.8;8.6;9.6;1.4;0.6;4;1.9;34.8
121;Luguentz Dort;SF;24;OKC;47;47;28.3;3.5;8;0.439;1.8;4.7;0.388;1.7;3.3;0.51;0.552;1.6;2;0.809;1.1;2.7;3.8;1.3;0.8;0.7;0.9;3;10.4
122;Ayo Dosunmu;SG;24;CHI;48;10;24.6;3.7;7.6;0.493;1.2;3.1;0.38;2.5;4.4;0.573;0.572;1;1.2;0.793;0.7;1.9;2.6;2.2;0.8;0.5;1;2;9.6
123;Andre Drummond;C;30;CHI;50;7;15.8;3.1;5.7;0.553;0;0;0;3.1;5.6;0.557;0.553;1.4;2.6;0.558;3.3;5;8.3;0.5;1.1;0.6;1;1.7;7.7
124;Chris Duarte;SF;26;SAC;35;11;13.2;1.3;3.6;0.36;0.6;1.9;0.313;0.7;1.7;0.414;0.444;0.5;0.7;0.75;0.4;1.5;1.8;0.9;0.5;0.1;0.6;1.7;3.7
125;Kris Dunn;PG;29;UTA;42;24;17.5;2.2;4.5;0.487;0.6;1.4;0.431;1.6;3.1;0.512;0.553;0.3;0.4;0.667;0.7;2.2;2.9;4.2;0.9;0.5;1.3;1.8;5.2
126;Kevin Durant;PF;35;PHO;42;42;37.3;10.2;19.1;0.535;2.3;5.1;0.453;7.9;14;0.564;0.595;5.8;6.6;0.877;0.5;5.9;6.4;5.8;0.9;1.3;3.1;1.9;28.5
127;Jalen Duren;C;20;DET;33;32;29.9;6.2;9.6;0.642;0;0.1;0;6.2;9.6;0.646;0.642;1.5;2.2;0.694;3.3;8.5;11.8;2.5;0.4;0.8;1.9;3.1;13.9
128;Tari Eason;PF;22;HOU;22;0;21.8;4;8.6;0.466;0.8;2.3;0.36;3.2;6.3;0.504;0.513;1;1.5;0.636;2.1;4.9;7;1.2;1.4;0.9;0.9;2.3;9.8
129;Anthony Edwards;SG;22;MIN;46;46;34.9;8.8;18.9;0.465;2.5;6.4;0.386;6.3;12.6;0.505;0.53;5.4;6.4;0.841;0.6;4.5;5.1;5.2;1.2;0.5;3.4;1.9;25.5
130;Kessler Edwards;SF;23;SAC;33;0;4.9;0.5;1.3;0.395;0.3;0.8;0.346;0.2;0.5;0.471;0.5;0.1;0.1;0.75;0.2;0.6;0.8;0.3;0.1;0.1;0;0.4;1.4
131;Keon Ellis;SG;24;SAC;28;3;12.2;1.3;3;0.434;0.9;2.4;0.382;0.4;0.5;0.667;0.59;0.4;0.6;0.647;0.3;1;1.3;1.3;0.5;0.4;0.5;1.4;3.9
132;Joel Embiid;C;29;PHI;34;34;34;11.8;22.2;0.533;1.2;3.3;0.366;10.6;18.9;0.562;0.56;10.5;11.9;0.883;2.6;8.7;11.3;5.7;1.1;1.8;3.7;2.9;35.3
133;Drew Eubanks;C;26;PHO;43;3;16.2;2.3;3.7;0.637;0.1;0.1;1;2.3;3.6;0.63;0.646;1;1.3;0.741;1.4;2.9;4.3;1;0.3;0.8;1;1.7;5.7
134;Tosan Evbuomwan;SF;22;MEM;1;0;16;1;2;0.5;1;2;0.5;0;0;0;0.75;0;0;0;1;0;1;1;0;0;0;1;3
135;Dante Exum;PG;28;DAL;32;14;19.7;3.6;6.3;0.571;1;2;0.477;2.7;4.3;0.616;0.648;1;1.4;0.727;0.6;2.2;2.8;2.8;0.6;0.2;0.8;1.6;9.2
136;Bruno Fernando;C;25;ATL;13;0;6.5;1.1;2.1;0.519;0;0.2;0;1.1;1.8;0.583;0.519;0.8;1.5;0.526;0.5;1.5;2;0.3;0.2;0.4;0.5;0.9;2.9
137;Dorian Finney-Smith;PF;30;BRK;42;31;28.8;3.3;8.1;0.412;2.1;5.5;0.383;1.2;2.6;0.473;0.541;0.3;0.5;0.7;1.7;3.1;4.8;1.4;0.7;0.6;0.8;2.2;9.1
138;Malachi Flynn;PG;25;TOT;44;0;11.9;1.4;3.5;0.404;0.7;2;0.333;0.8;1.5;0.5;0.5;0.6;0.8;0.788;0.3;1.3;1.6;1.8;0.4;0.1;0.8;1;4.1
138;Malachi Flynn;PG;25;TOR;31;0;15.3;1.8;4.4;0.409;0.9;2.6;0.35;0.9;1.8;0.491;0.511;0.5;0.7;0.773;0.4;1.7;2.1;2.4;0.6;0.2;1.1;1.4;5.1
138;Malachi Flynn;PG;25;NYK;13;0;3.8;0.5;1.5;0.368;0.2;0.8;0.2;0.4;0.7;0.556;0.421;0.7;0.8;0.818;0;0.4;0.4;0.4;0.1;0;0.2;0.2;1.9
139;Simone Fontecchio;SF;28;UTA;48;32;23.1;3.3;7.3;0.448;1.9;4.8;0.395;1.4;2.5;0.55;0.578;0.6;0.8;0.789;1;2.5;3.5;1.4;0.6;0.4;1;1.7;9
140;Jordan Ford;PG;25;SAC;6;0;3.7;0.7;1.2;0.571;0.3;0.5;0.667;0.3;0.7;0.5;0.714;0.3;0.3;1;0;0.3;0.3;0.3;0;0;0.2;0;2
141;Trent Forrest;SG;25;ATL;19;0;10.6;0.8;2.5;0.319;0.1;0.4;0.286;0.7;2.1;0.325;0.34;0.4;0.5;0.8;0.3;1.1;1.4;2;0.4;0.1;0.5;0.9;2.1
142;Evan Fournier;SG;31;NYK;3;0;13;1.3;6.7;0.2;0.7;5;0.133;0.7;1.7;0.4;0.25;0.7;0.7;1;0;1.3;1.3;1;1.3;0;0.3;1.3;4
143;De'Aaron Fox;PG;26;SAC;42;42;35.6;9.7;20.7;0.47;3;7.9;0.38;6.7;12.8;0.526;0.543;5;6.9;0.721;0.8;3.2;4;5.4;1.8;0.4;2.5;2.5;27.5
144;Javon Freeman-Liberty;PG;24;TOR;2;0;2;0.5;1.5;0.333;0;0;0;0.5;1.5;0.333;0.333;0;0;0;0.5;0;0.5;0;0;0;0;0;1
145;Alex Fudge;SF;20;LAL;4;0;3.5;0.3;1.5;0.167;0;0.5;0;0.3;1;0.25;0.167;0.5;0.5;1;0.5;0;0.5;0;0;0;0.3;0.3;1
146;Markelle Fultz;PG;25;ORL;16;10;24.6;4.3;8.4;0.515;0;0.2;0;4.3;8.2;0.527;0.515;0.4;0.8;0.462;1.3;1.9;3.2;3.8;1.4;0.4;1.1;1.6;9
147;Daniel Gafford;C;25;WAS;43;43;26.3;4.4;6.4;0.687;0;0;0;4.4;6.4;0.687;0.687;1.9;2.7;0.709;2.9;5.1;7.9;1.6;1;2.1;1;3.3;10.7
148;Danilo Gallinari;PF-SF;35;TOT;30;0;14.9;2.3;4.9;0.463;0.9;2.4;0.375;1.4;2.5;0.547;0.554;2.2;2.6;0.846;0.4;2.4;2.8;1.3;0.2;0.1;0.4;1.1;7.6
148;Danilo Gallinari;PF;35;WAS;26;0;14.8;2.2;5;0.435;0.8;2.5;0.313;1.4;2.6;0.552;0.511;1.8;2.2;0.839;0.5;2.5;2.9;1.2;0.2;0.1;0.5;1;7
148;Danilo Gallinari;SF;35;DET;4;0;15.8;2.8;4;0.688;1.8;2;0.875;1;2;0.5;0.906;4.8;5.5;0.864;0.3;1.8;2;2.3;0.3;0.3;0;1.5;12
149;Darius Garland;PG;24;CLE;23;23;32.5;7.1;15;0.471;1.7;5;0.339;5.4;10;0.537;0.527;3.5;4.2;0.844;0.5;2.1;2.6;5.7;1.6;0.2;3.6;1.5;19.4
150;Usman Garuba;PF;21;GSW;2;0;3;0;0.5;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0.5;0
151;Luka Garza;C;25;MIN;10;0;2.8;0.8;2.1;0.381;0.1;0.6;0.167;0.7;1.5;0.467;0.405;0.6;1;0.6;0.5;0.4;0.9;0.2;0;0;0.2;0.8;2.3
152;Kaiser Gates;SF;27;NOP;1;0;7;0;4;0;0;2;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
153;Keyonte George;PG;20;UTA;44;16;24.1;3.4;9.1;0.378;1.6;5.1;0.323;1.8;4;0.446;0.468;2.5;3.1;0.824;0.3;2.5;2.8;4.2;0.4;0.1;2;1;11
154;Paul George;PF;33;LAC;44;44;33.9;8;17.3;0.464;3.4;8.3;0.412;4.6;9.1;0.511;0.562;3.4;3.8;0.909;0.6;4.8;5.4;3.6;1.6;0.4;2;2.9;22.9
155;Taj Gibson;PF;38;NYK;11;0;8.8;0.6;1.3;0.5;0;0.4;0;0.6;0.9;0.7;0.5;0;0;0;0.5;1.1;1.6;0.5;0.1;0.5;0.2;1.8;1.3
156;Josh Giddey;SG;21;OKC;48;48;24.7;4.7;10.4;0.449;0.9;2.8;0.326;3.8;7.6;0.493;0.492;1.2;1.5;0.817;1.4;4.9;6.3;4.6;0.7;0.5;2.1;1.2;11.4
157;Harry Giles;C;25;BRK;16;0;5.1;1.4;2.8;0.5;0.2;0.7;0.273;1.2;2.1;0.576;0.534;0.4;0.8;0.538;0.8;0.9;1.6;0.4;0.1;0.2;0.4;0.9;3.4
158;Shai Gilgeous-Alexander;PG;25;OKC;48;48;34.3;10.9;20;0.548;1.2;3.4;0.352;9.8;16.6;0.588;0.578;8.3;9.3;0.89;0.9;4.7;5.6;6.4;2.3;0.8;2.2;2.5;31.3
159;Anthony Gill;PF;31;WAS;28;0;5.6;0.8;1.6;0.5;0.1;0.4;0.25;0.7;1.2;0.588;0.533;0.4;0.6;0.75;0.5;0.8;1.3;0.4;0.1;0.2;0.4;0.4;2.2
160;Collin Gillespie;PG;24;DEN;15;0;6.5;0.8;1.7;0.48;0.3;0.9;0.308;0.5;0.8;0.667;0.56;0.3;0.3;0.8;0.1;0.3;0.3;0.6;0.3;0;0.3;0.8;2.1
161;Jacob Gilyard;PG;25;MEM;32;11;16.8;1.4;3.5;0.411;1.3;2.9;0.426;0.2;0.6;0.333;0.589;0.1;0.1;1;0.3;0.8;1.1;3.4;0.7;0.1;0.6;0.9;4.2
162;Rudy Gobert;C;31;MIN;48;48;33.2;5.1;7.9;0.643;0;0;0;5.1;7.9;0.646;0.643;3.4;5.3;0.644;3.4;9;12.5;1.2;0.6;2.1;1.6;3;13.6
163;Jordan Goodwin;PG;25;PHO;38;0;14.4;1.9;5;0.384;0.6;2.1;0.288;1.3;2.9;0.455;0.445;0.6;0.7;0.852;1.1;2;3.1;2;0.6;0.2;0.8;1.1;5.1
164;Aaron Gordon;PF;28;DEN;44;44;31.9;5.4;10;0.543;0.6;1.8;0.309;4.8;8.1;0.597;0.572;2.3;3.7;0.621;2.6;4;6.6;3.2;0.8;0.7;1.4;1.9;13.7
165;Eric Gordon;SG;35;PHO;41;20;30.2;4.7;10.3;0.454;2.5;6.6;0.384;2.1;3.7;0.58;0.577;0.8;1;0.78;0.3;1.9;2.2;2.3;1;0.5;1.3;1.3;12.6
166;Devonte' Graham;PG;28;SAS;10;0;8.8;1.1;2.8;0.393;0.7;2;0.35;0.4;0.8;0.5;0.518;0.6;0.8;0.75;0.2;1.1;1.3;1.9;0.3;0.1;0.3;0.4;3.5
167;Jerami Grant;PF;29;POR;44;43;32.8;7.1;15.4;0.461;2;5;0.403;5.1;10.4;0.489;0.527;4.5;5.6;0.809;0.7;2.9;3.6;2.5;0.7;0.7;1.9;2.1;20.8
168;A.J. Green;SG;24;MIL;29;0;7.4;1.1;2.6;0.44;0.9;2.2;0.422;0.2;0.4;0.545;0.62;0.1;0.1;1;0.2;0.6;0.8;0.6;0;0;0;0.8;3.3
169;Danny Green;SG;36;PHI;2;0;9;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0;1;1;0.5;0.5;0;0;0.5;0
170;Draymond Green;PF;33;GSW;22;19;26.9;3.3;6.8;0.48;1.1;2.7;0.417;2.1;4.1;0.522;0.563;1.5;1.9;0.805;1.2;5;6.2;6.2;0.7;0.9;2.5;3.1;9.2
171;Jalen Green;SG;21;HOU;48;48;30.8;6.3;15.1;0.416;2.1;6.6;0.321;4.1;8.5;0.49;0.486;3.7;4.5;0.812;0.4;4.4;4.8;3.3;0.7;0.3;2.1;1.3;18.4
172;Jeff Green;PF;37;HOU;46;4;16.6;2;4;0.503;0.3;1.2;0.281;1.7;2.7;0.603;0.546;1.8;2.1;0.837;0.6;1.5;2.1;0.7;0.2;0.5;0.7;1.5;6.1
173;Josh Green;SG;23;DAL;36;19;27.1;3.3;6.8;0.476;1.4;3.5;0.4;1.9;3.4;0.554;0.577;0.6;1.1;0.579;0.6;2.6;3.2;2.5;0.7;0.1;1.2;2;8.5
174;AJ Griffin;SF;20;ATL;18;0;7.3;0.7;2.5;0.289;0.5;1.8;0.273;0.2;0.7;0.333;0.389;0.1;0.1;1;0.1;0.7;0.8;0.2;0.1;0.1;0.3;0.3;2.1
175;Quentin Grimes;SG;23;NYK;45;18;20.2;2.5;6.4;0.395;1.7;4.7;0.363;0.8;1.6;0.486;0.53;0.5;0.8;0.706;0.3;1.6;2;1.2;0.7;0.1;0.5;1.5;7.3
176;Mouhamed Gueye;PF;21;ATL;2;0;2;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.5;0
177;Rui Hachimura;PF;25;LAL;37;8;23;4.3;8.6;0.494;1.2;3;0.391;3.1;5.7;0.548;0.561;1.6;2.2;0.753;0.8;2.9;3.6;1.1;0.7;0.2;0.8;1.4;11.4
178;Tyrese Haliburton;PG;23;IND;37;36;32.5;8.1;16.5;0.494;3.2;8.1;0.395;4.9;8.4;0.59;0.591;3.3;3.8;0.866;0.7;3.4;4.1;12;1.1;0.6;2.5;1.1;22.8
179;R.J. Hampton;PG;22;MIA;8;2;9.5;0.5;1.8;0.286;0.1;1;0.125;0.4;0.8;0.5;0.321;0.1;0.3;0.5;0.3;0.5;0.8;1;0;0;0.4;1;1.3
180;Tim Hardaway Jr.;SF;31;DAL;46;10;30.4;6.2;14.8;0.422;3.3;8.9;0.368;3;5.9;0.504;0.533;2.6;2.9;0.874;0.3;3.3;3.7;1.7;0.5;0;1;1.5;18.3
181;James Harden;PG;34;LAC;42;42;34.1;5;11.3;0.444;2.6;6.5;0.405;2.4;4.8;0.498;0.561;4.2;4.8;0.877;0.4;4.5;4.9;8.5;1.2;0.9;2.5;2.1;16.9
182;Jaden Hardy;SG;21;DAL;44;6;16;2.9;7.5;0.389;1.3;3.8;0.351;1.6;3.7;0.429;0.479;0.8;1.1;0.714;0.3;1.8;2.1;1.8;0.3;0.1;0.8;1.3;8
183;Ron Harper Jr.;PF;23;TOR;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
184;Gary Harris;SG;29;ORL;28;6;22.6;2.4;5.5;0.432;1.3;3.9;0.333;1.1;1.7;0.66;0.548;0.9;1.1;0.774;0.5;1.2;1.7;1.8;0.8;0.2;0.5;1.7;6.9
185;Joe Harris;SG;32;DET;15;0;10.5;0.9;2.4;0.361;0.7;1.9;0.345;0.2;0.5;0.429;0.5;0.1;0.1;0.5;0.2;0.7;0.9;0.7;0.2;0.1;0.3;1.2;2.5
186;Kevon Harris;SG;26;ORL;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0
187;Tobias Harris;PF;31;PHI;44;44;34;6.8;13.3;0.512;1.2;3.5;0.344;5.6;9.8;0.572;0.557;3.1;3.5;0.902;1.1;4.8;6;3.2;1;0.5;1.4;1.7;17.9
188;Shaquille Harrison;SG;30;MEM;3;0;2;0.3;0.7;0.5;0;0;0;0.3;0.7;0.5;0.5;0;0;0;0;0.7;0.7;0;0;0.3;0;0;0.7
189;Josh Hart;SF;28;NYK;49;10;29.2;2.9;6.8;0.426;0.9;2.8;0.302;2;3.9;0.516;0.489;0.8;1;0.833;1.3;5.6;6.9;3;0.8;0.3;1.2;1.9;7.4
190;Isaiah Hartenstein;C;25;NYK;48;22;25.6;2.8;4.5;0.606;0;0.1;0.333;2.7;4.5;0.609;0.608;1.4;1.9;0.699;3.4;5.3;8.8;2;1.1;1.1;1.1;2.9;6.9
191;Sam Hauser;SF;26;BOS;48;5;21.7;2.9;6.4;0.448;2.3;5.5;0.417;0.6;0.9;0.636;0.627;0.2;0.3;0.846;0.6;2.8;3.4;1;0.4;0.3;0.5;1.3;8.3
192;Jordan Hawkins;SG;21;NOP;44;10;21.4;3.3;8.3;0.401;2.1;5.5;0.382;1.3;2.9;0.437;0.526;1.4;1.6;0.847;0.6;2.3;2.8;1.4;0.3;0.1;0.8;1.4;10.2
193;Jaxson Hayes;C;23;LAL;40;3;10.7;1.5;2.1;0.702;0;0.1;0;1.5;2;0.747;0.702;0.6;1;0.615;0.6;1.4;2;0.5;0.4;0.4;0.5;1.7;3.6
194;Killian Hayes;PG;22;DET;41;30;23.9;2.8;6.7;0.413;0.5;1.7;0.286;2.3;5;0.456;0.449;0.8;1.2;0.66;0.3;2.5;2.8;4.8;0.9;0.5;1.2;1.8;6.9
195;Gordon Hayward;SF;33;CHO;25;25;31.9;5.6;11.9;0.468;0.9;2.4;0.361;4.7;9.4;0.496;0.505;2.5;3.2;0.765;1;3.7;4.7;4.6;1.1;0.5;2;1.8;14.5
196;Scoot Henderson;PG;19;POR;40;15;26.5;4.5;11.7;0.38;1.2;3.9;0.314;3.2;7.8;0.412;0.432;2.6;3.3;0.802;0.9;2.1;2.9;4.5;0.6;0.3;3;3;12.8
197;Taylor Hendricks;PF;20;UTA;13;0;13.9;1.8;4.5;0.397;0.9;2.7;0.343;0.8;1.8;0.478;0.5;0.5;0.6;0.75;0.8;1.4;2.2;0.5;0.7;0.5;0.7;0.9;4.9
198;Tyler Herro;SG;24;MIA;30;30;33.9;7.8;18.2;0.429;3.3;8.3;0.403;4.5;9.9;0.45;0.52;2.1;2.5;0.838;0.5;4.8;5.4;4.3;1;0.1;2.3;1.5;21
199;Buddy Hield;SF;31;IND;50;28;26;4.5;10.1;0.441;2.7;7;0.383;1.8;3.1;0.571;0.573;0.6;0.7;0.848;0.7;2.6;3.3;2.7;0.9;0.6;1.2;2;12.2
200;Haywood Highsmith;PF;27;MIA;35;23;21;2.2;5;0.432;1.1;3;0.375;1.1;2.1;0.514;0.543;0.5;0.7;0.792;0.8;2.1;2.9;1.2;0.9;0.5;0.7;2;6
201;Nate Hinton;SG;24;HOU;9;0;4.2;0.7;1.4;0.462;0.4;0.7;0.667;0.2;0.8;0.286;0.615;0;0;0;0.2;0.7;0.9;0.2;0.1;0.1;0.2;0.8;1.8
202;D'Moi Hodge;SG;25;LAL;7;0;5.9;0.7;2.1;0.333;0.4;1.7;0.25;0.3;0.4;0.667;0.433;0.1;0.3;0.5;0;0;0;0.7;0.1;0.1;0.1;0.6;2
203;Aaron Holiday;PG;27;HOU;45;1;17;2.3;5.2;0.444;1.1;2.9;0.395;1.2;2.3;0.505;0.553;0.7;0.8;0.912;0.3;1.6;1.8;1.7;0.5;0.1;0.8;1.5;6.4
204;Jrue Holiday;PG;33;BOS;45;45;33.5;5;10.8;0.465;2;4.8;0.424;3;6;0.498;0.56;1.2;1.4;0.828;1.4;4.6;6;4.6;0.8;0.8;1.9;1.6;13.3
205;Justin Holiday;SG;34;DEN;28;6;12.9;1.3;2.7;0.487;0.8;1.9;0.423;0.5;0.9;0.625;0.632;0;0;0;0.1;1;1.1;0.9;0.6;0.1;0.2;1.2;3.4
206;Richaun Holmes;C;30;DAL;22;2;10.5;1.5;2.7;0.559;0;0;0;1.5;2.7;0.559;0.559;0.5;1;0.571;1.5;2;3.5;0.6;0.1;0.4;0.5;1.5;3.5
207;Chet Holmgren;C;21;OKC;49;49;30;6.3;11.9;0.534;1.6;4.2;0.385;4.7;7.7;0.614;0.602;2.4;3.2;0.769;1.5;6.1;7.6;2.7;0.6;2.6;1.7;2.5;16.7
208;Jalen Hood-Schifino;SG;20;LAL;15;0;6.1;0.5;2.3;0.229;0.1;0.7;0.091;0.5;1.6;0.292;0.243;0.7;1.1;0.625;0.1;0.5;0.7;0.5;0.2;0.1;0.5;0.7;1.8
209;Al Horford;C;37;BOS;40;19;27;2.9;6;0.479;1.7;4;0.41;1.2;2;0.62;0.617;0.3;0.4;0.857;1.3;5.6;6.8;2.9;0.5;1;0.8;1.6;7.7
210;Talen Horton-Tucker;PG;23;UTA;32;11;21.1;4;9.7;0.411;1.2;3.6;0.333;2.8;6.1;0.456;0.472;1.6;2;0.8;0.4;2.1;2.5;4.1;1;0.3;1.6;1.9;10.8
